,alpha_wave,beta_wave,theta_wave,delta_wave,gamma_wave,attention,hrv,hr,coherence,SP ratio,BM,sleep,eda,temperature
2023-11-24 13:13:20,96.66950625,101.39838125,95.48296875,89.87841875000001,92.90123750000001,66.3125,27.533333333333335,124.4,0.0,1.0619525406199732,1.0,101.0,,-4.377195
2023-11-24 13:13:30,96.27424375,101.2278,94.1626875,87.67341249999998,92.973975,67.125,27.571428571428573,126.21428571428571,0.0,1.0750309139169376,1.0,101.0,,-4.387195
2023-11-24 13:13:40,94.90551875,102.7594125,92.7266375,84.951975,96.48988125,51.9375,29.066666666666666,127.26666666666667,0.0,1.108197334342033,1.0,101.0,,-4.397195
2023-11-24 13:13:50,93.6289125,103.6347375,91.69681874999999,83.98709375000001,97.8063875,68.6875,22.133333333333333,126.26666666666667,0.0,1.130189017598825,1.0,101.0,,-4.407195
2023-11-24 13:14:00,95.15897333333334,103.67675333333334,93.51345333333332,85.73689333333331,96.45311333333333,79.33333333333333,18.066666666666666,127.86666666666666,0.0,1.1086827578035476,1.0,101.0,,-4.417195
2023-11-24 13:14:10,96.23979375,104.00741875,93.81653750000001,87.02893125,96.82284375,66.6875,9.357142857142858,128.35714285714286,1.0,1.1086256380971211,1.0,101.0,,-4.412195
2023-11-24 13:14:20,97.34503125,104.9691375,94.6589625,88.29503125000001,97.87829375000001,73.5,6.266666666666667,128.66666666666666,1.0,1.1089191633597295,1.0,101.0,,-4.407195
2023-11-24 13:14:30,96.7634125,105.2980375,93.73809374999999,86.69028125,96.68605625000001,47.5625,5.0,125.66666666666667,1.0,1.1233217285261896,1.0,101.0,,-4.402195
2023-11-24 13:14:40,96.2991875,105.570125,93.7052875,86.0598875,96.53369375,56.25,4.785714285714286,127.28571428571429,0.0,1.1266186553240125,1.0,101.0,,-4.397195
2023-11-24 13:14:50,96.91175000000001,105.5133625,95.69244375,87.75813749999999,97.02605,61.0,5.0,125.33333333333333,0.0,1.1026300339414208,1.0,101.0,,-4.392195
